,出发机场,到达机场,航班编号,飞机编号,计划飞行时间,计划起飞时刻,航班月份,计划到达时刻,前序延误,起飞间隔,到达特情,出发特情,出发天气,出发气温,到达天气,到达气温,航空公司,航班性质,飞机延误目标
7142,365,63,9379,0.0,3.9166667,4,5,8,0.458428480424,4.52048854749,0,0,95,0,82,0,37,1,1
28786,70,380,13060,0.0,2.5,16,8,18,0.458428480424,4.52048854749,0,0,25,0,69,0,60,0,0
10355,320,417,3877,0.0,3.0,3,6,6,0.458428480424,4.52048854749,0,0,124,0,95,0,32,1,1
17659,302,139,15019,0.0,1.0833334,17,6,18,0.458428480424,4.52048854749,0,0,16,0,16,0,67,0,0
2964,160,149,7549,0.0,3.1666667,7,5,10,0.458428480424,4.52048854749,1,0,42,0,33,0,37,1,1
120834,226,343,11583,0.0,2.4166667,7,9,9,0.458428480424,4.52048854749,0,0,16,0,99,0,57,0,0
85624,361,347,19408,0.0,3.0833333,2,2,5,0.458428480424,4.52048854749,0,0,0,0,0,0,93,2,0
127322,190,63,11701,0.0,0.75,2,10,3,0.458428480424,4.52048854749,0,0,0,0,82,0,57,0,0
10062,68,360,15352,0.0,2.25,7,6,9,0.458428480424,4.52048854749,0,0,16,0,16,0,67,1,1
10713,62,357,893,0.0,2.25,23,6,1,0.458428480424,4.52048854749,0,0,43,0,16,0,1,1,1
7563,397,183,20431,0.0,2.4166667,12,5,14,0.458428480424,4.52048854749,0,0,62,0,102,0,99,1,1
4951,422,113,12747,0.0,0.6666667,3,5,4,0.458428480424,4.52048854749,0,0,16,0,0,0,60,1,1
9895,332,360,299,0.0,3.0833333,14,6,17,0.458428480424,4.52048854749,0,0,20,0,16,0,1,1,1
113709,47,139,8782,0.0,1.1666666,16,8,17,0.458428480424,4.52048854749,0,1,33,0,0,0,37,0,0
118372,190,63,11690,0.0,0.75,2,9,3,0.458428480424,4.52048854749,0,0,0,0,8,0,57,0,0
125927,226,24,11638,0.0,0.5833333,5,10,6,0.458428480424,4.52048854749,0,0,42,0,42,0,57,0,0
1828,47,427,20279,0.0,1.9166666,22,5,0,0.458428480424,4.52048854749,0,0,117,0,20,0,99,1,1
9046,145,74,22,0.0,2.5,14,6,17,0.458428480424,4.52048854749,0,0,32,0,90,0,1,1,1
123914,226,149,11625,0.0,2.25,11,10,13,0.458428480424,4.52048854749,0,0,16,0,95,0,57,0,0
1349,320,149,12602,0.0,2.25,21,5,0,0.458428480424,4.52048854749,0,0,62,0,25,0,59,1,0
8038,120,323,17600,0.0,1.8333334,23,5,1,0.458428480424,4.52048854749,0,0,2,0,16,0,83,1,1
126380,226,366,11584,0.0,3.0,6,10,9,0.458428480424,4.52048854749,0,1,82,0,16,0,57,0,0
119353,1,230,11586,0.0,0.6666667,6,9,6,0.458428480424,4.52048854749,0,0,82,0,102,0,57,0,0
39,62,48,9329,0.0,2.0,0,5,2,0.458428480424,4.52048854749,0,0,89,0,28,0,37,1,0
7126,320,217,3394,0.0,2.5,3,5,6,0.458428480424,4.52048854749,0,0,16,0,50,0,32,1,1
9478,90,59,11779,0.0,1.25,23,6,0,0.458428480424,4.52048854749,0,0,62,0,42,0,57,1,1
2194,144,323,15990,0.0,2.5,3,5,6,0.458428480424,4.52048854749,0,0,62,0,96,0,67,1,1
125167,226,74,11624,0.0,1.3333334,12,10,13,0.458428480424,4.52048854749,0,0,62,0,43,0,57,0,0
9729,332,139,21417,0.0,3.0,8,6,11,0.458428480424,4.52048854749,0,0,20,0,119,0,99,1,1
14176,89,63,9342,0.0,1.6666666,9,6,11,0.458428480424,4.52048854749,0,0,0,0,25,0,37,1,0
5437,115,165,17079,0.0,1.8333334,1,5,3,0.458428480424,4.52048854749,0,0,99,0,62,0,76,1,1
272,352,315,3563,0.0,1.5833334,13,5,14,0.458428480424,4.52048854749,0,0,64,0,42,0,32,1,1
10182,228,222,10223,0.0,1.3333334,14,6,15,0.458428480424,4.52048854749,0,0,44,0,95,0,42,1,1
1903,295,450,23511,0.0,2.1666667,2,5,4,0.458428480424,4.52048854749,0,0,16,0,97,0,101,1,1
23794,424,388,9143,0.0,6.0,17,7,23,0.458428480424,4.52048854749,0,0,31,0,62,0,37,0,0
4332,217,48,6274,0.0,1.8333334,16,5,18,0.458428480424,4.52048854749,0,0,44,0,30,0,37,0,0
3609,389,422,3347,0.0,1.6666666,1,5,2,0.458428480424,4.52048854749,0,0,69,0,24,0,32,1,1
10807,253,222,22115,0.0,1.0,3,6,4,0.458428480424,4.52048854749,0,0,0,0,20,0,99,1,1
128806,226,48,11586,0.0,1.6666666,8,10,9,0.458428480424,4.52048854749,0,0,25,0,16,0,57,0,0
10531,400,315,15408,0.0,1.9166666,9,6,11,0.458428480424,4.52048854749,0,0,24,0,124,0,67,1,1
32769,320,48,5599,0.0,3.4166667,16,8,19,0.458428480424,4.52048854749,0,1,121,0,39,0,37,0,0
116025,226,323,12226,0.0,2.5833333,9,8,11,0.458428480424,4.52048854749,0,0,99,0,64,0,57,1,0
3503,212,315,27373,0.0,2.5833333,11,5,14,0.458428480424,4.52048854749,0,0,20,0,24,0,164,1,1
9027,393,63,792,0.0,2.0833333,13,6,15,0.458428480424,4.52048854749,0,0,85,0,90,0,1,1,1
132742,1,230,11697,0.0,0.6666667,6,11,6,0.458428480424,4.52048854749,0,0,16,0,87,0,57,0,0
131006,226,343,11579,0.0,2.4166667,4,11,7,0.458428480424,4.52048854749,0,0,82,0,22,0,57,0,0
121503,226,1,11658,0.0,0.75,4,9,5,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
8015,414,344,7798,0.0,2.6666667,17,5,19,0.458428480424,4.52048854749,0,0,16,0,62,0,37,0,1
6176,351,315,7075,0.0,2.4166667,3,5,6,0.458428480424,4.52048854749,0,0,85,0,82,0,37,1,1
131528,226,323,11726,0.0,2.4166667,9,11,11,0.458428480424,4.52048854749,0,0,82,0,62,0,57,0,0
118239,226,28,11577,0.0,1.25,9,9,10,0.458428480424,4.52048854749,0,0,102,0,95,0,57,0,0
13124,373,63,9348,0.0,2.75,13,6,16,0.458428480424,4.52048854749,0,0,64,0,90,0,37,1,0
8989,425,416,19891,0.0,1.4166666,12,6,13,0.458428480424,4.52048854749,0,0,42,0,99,0,99,1,1
2990,373,56,7135,0.0,1.75,8,5,10,0.458428480424,4.52048854749,0,1,44,0,42,0,37,1,1
131939,423,48,2442,0.0,2.6666667,15,11,17,0.458428480424,4.52048854749,0,0,126,0,22,0,20,1,0
8382,365,72,23743,0.0,1.6666666,4,6,6,0.458428480424,4.52048854749,0,0,95,0,102,0,110,1,1
17468,22,147,2563,0.0,1.6666666,0,6,2,0.458428480424,4.52048854749,0,0,0,0,42,0,28,1,0
82628,389,92,13138,0.0,1.0,10,2,11,0.458428480424,4.52048854749,0,0,62,0,62,0,60,1,0
5967,320,163,5343,0.0,1.9166666,7,5,9,0.458428480424,4.52048854749,0,0,64,0,62,0,35,1,1
127188,226,24,11719,0.0,0.6666667,5,10,6,0.458428480424,4.52048854749,0,0,87,0,42,0,57,0,0
6318,389,48,5635,0.0,2.9166667,12,5,14,0.458428480424,4.52048854749,1,0,62,0,44,0,37,1,1
9515,397,315,9073,0.0,3.5833333,0,6,3,0.458428480424,4.52048854749,0,0,62,0,124,0,37,1,1
129684,226,357,11617,0.0,1.8333334,6,10,8,0.458428480424,4.52048854749,0,0,42,0,64,0,57,0,0
10440,397,428,8882,0.0,1.1666666,6,6,7,0.458428480424,4.52048854749,0,0,16,0,62,0,37,1,1
117084,1,230,11629,0.0,0.6666667,9,9,9,0.458428480424,4.52048854749,0,0,82,0,24,0,57,0,0
26896,425,96,6787,0.0,1.4166666,16,8,17,0.458428480424,4.52048854749,0,0,50,0,62,0,37,0,0
132601,27,230,11585,0.0,0.5,1,11,1,0.458428480424,4.52048854749,0,0,90,0,87,0,57,0,0
73358,370,55,24057,0.0,2.5,18,12,21,0.458428480424,4.52048854749,0,0,16,0,64,0,116,0,0
2704,90,323,21821,0.0,1.8333334,3,5,5,0.458428480424,4.52048854749,0,0,20,0,25,0,99,1,1
5152,115,416,18517,0.0,2.8333333,0,5,3,0.458428480424,4.52048854749,0,0,95,0,87,0,91,1,1
174,302,48,6004,0.0,1.1666666,8,5,10,0.458428480424,4.52048854749,0,0,25,0,28,0,37,1,1
4133,144,17,2564,0.0,1.6666666,2,5,4,0.458428480424,4.52048854749,0,0,64,0,0,0,28,1,0
125039,27,230,11686,0.0,0.5,2,10,2,0.458428480424,4.52048854749,0,0,16,0,62,0,57,0,0
128838,226,28,11577,0.0,1.25,9,10,10,0.458428480424,4.52048854749,0,0,25,0,95,0,57,0,0
123009,62,343,12060,0.0,2.5,9,9,12,0.458428480424,4.52048854749,0,0,49,0,95,0,57,0,0
117874,190,63,11696,0.0,0.75,2,9,3,0.458428480424,4.52048854749,0,0,0,0,82,0,57,0,0
3956,400,183,17093,0.0,1.0,8,5,9,0.458428480424,4.52048854749,0,0,62,0,62,0,76,1,1
167,212,374,15580,0.0,1.9166666,8,5,10,0.458428480424,4.52048854749,0,0,43,0,66,0,67,1,1
6644,424,348,23497,0.0,2.4166667,13,5,15,0.458428480424,4.52048854749,0,0,95,0,62,0,101,1,1
89305,174,294,17257,0.0,1.8333334,11,3,12,0.458428480424,4.52048854749,0,0,0,0,0,0,81,2,0
5043,289,163,17535,0.0,1.6666666,10,5,12,0.458428480424,4.52048854749,0,0,62,0,97,0,83,1,1
127156,1,230,11640,0.0,0.6666667,3,10,4,0.458428480424,4.52048854749,0,0,42,0,87,0,57,0,0
125901,377,230,11728,0.0,0.5833333,4,10,5,0.458428480424,4.52048854749,0,0,24,0,42,0,57,0,0
1755,212,363,6523,0.0,1.75,9,5,11,0.458428480424,4.52048854749,0,1,22,0,16,0,37,1,1
117082,1,230,11630,0.0,0.6666667,9,9,9,0.458428480424,4.52048854749,0,0,82,0,24,0,57,0,0
39162,373,344,18033,0.0,1.5833334,13,9,14,0.458428480424,4.52048854749,0,0,66,0,64,0,88,2,0
1290,351,417,21720,0.0,1.5833334,10,5,12,0.458428480424,4.52048854749,0,0,16,0,95,0,99,1,1
196,289,163,17535,0.0,1.6666666,10,5,12,0.458428480424,4.52048854749,0,0,42,0,16,0,83,1,1
10183,153,416,13046,0.0,4.5,14,6,19,0.458428480424,4.52048854749,0,0,3,0,62,0,60,0,1
1968,320,217,27372,0.0,2.5833333,5,5,8,0.458428480424,4.52048854749,1,0,70,0,20,0,164,1,1
132374,377,230,11665,0.0,0.6666667,4,11,5,0.458428480424,4.52048854749,0,0,24,0,82,0,57,0,0
120229,1,230,11583,0.0,0.6666667,3,9,4,0.458428480424,4.52048854749,0,0,82,0,16,0,57,0,0
10080,228,374,10222,0.0,2.3333333,8,6,11,0.458428480424,4.52048854749,0,0,44,0,62,0,42,1,1
4606,299,385,20354,0.0,1.6666666,23,5,1,0.458428480424,4.52048854749,0,0,28,0,62,0,99,1,0
1601,288,416,13182,0.0,1.0833334,17,5,18,0.458428480424,4.52048854749,0,0,85,0,16,0,60,0,1
10611,240,297,26409,0.0,3.5833333,12,6,15,0.458428480424,4.52048854749,0,0,69,0,16,0,164,1,1
497,412,74,905,0.0,3.0,2,5,5,0.458428480424,4.52048854749,0,0,125,0,16,0,1,1,1
123431,226,74,11641,0.0,1.3333334,8,9,9,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
121639,226,417,11936,0.0,2.1666667,13,9,16,0.458428480424,4.52048854749,0,0,82,0,22,0,57,0,0
8882,332,230,19914,0.0,2.9166667,7,6,10,0.458428480424,4.52048854749,0,0,76,0,98,0,99,1,1
8683,373,293,25001,0.0,1.5833334,23,6,1,0.458428480424,4.52048854749,0,0,29,0,17,0,128,1,1
3551,146,92,7851,0.0,1.9166666,18,5,20,0.458428480424,4.52048854749,0,0,70,0,64,0,37,0,1
128579,226,297,11628,0.0,2.25,6,10,8,0.458428480424,4.52048854749,0,0,25,0,82,0,57,0,0
10469,365,139,13410,0.0,1.3333334,7,6,8,0.458428480424,4.52048854749,0,0,97,0,16,0,60,1,1
113720,320,139,7519,0.0,4.0,18,8,22,0.458428480424,4.52048854749,0,1,11,0,0,0,37,0,0
10454,68,139,15270,0.0,2.0,7,6,9,0.458428480424,4.52048854749,0,0,24,0,16,0,67,1,1
130725,226,55,11750,0.0,3.0,8,10,11,0.458428480424,4.52048854749,0,0,42,0,22,0,57,0,0
131154,1,230,11734,0.0,0.6666667,8,11,9,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
125572,1,230,11936,0.0,0.6666667,11,10,12,0.458428480424,4.52048854749,0,0,95,0,102,0,57,0,0
5944,62,412,23837,0.0,1.0,6,5,7,0.458428480424,4.52048854749,0,0,102,0,0,0,116,1,1
3914,55,232,16570,0.0,1.9166666,4,5,6,0.458428480424,4.52048854749,0,0,62,0,76,0,73,1,1
9981,295,450,23511,0.0,2.1666667,2,6,4,0.458428480424,4.52048854749,0,0,16,0,25,0,101,1,1
43,136,72,16531,0.0,2.0833333,1,5,3,0.458428480424,4.52048854749,0,0,16,0,45,0,73,1,1
17880,400,416,21176,0.0,1.0833334,23,6,0,0.458428480424,4.52048854749,0,0,22,0,16,0,99,1,0
109327,47,330,9962,0.0,2.5,19,7,21,0.458428480424,4.52048854749,0,1,117,0,16,0,37,1,0
149,445,418,19832,0.0,1.25,7,5,8,0.458428480424,4.52048854749,0,0,27,0,16,0,99,1,1
125325,226,118,11585,0.0,2.1666667,8,10,10,0.458428480424,4.52048854749,0,0,24,0,42,0,57,0,0
86893,50,9,2331,0.0,2.25,2,2,4,0.458428480424,4.52048854749,0,0,0,0,0,0,15,1,0
130648,1,230,11723,0.0,0.6666667,6,10,6,0.458428480424,4.52048854749,0,0,42,0,42,0,57,0,0
10397,295,217,898,0.0,1.3333334,5,6,6,0.458428480424,4.52048854749,0,0,16,0,28,0,1,1,1
4011,68,139,16616,0.0,2.0,13,5,15,0.458428480424,4.52048854749,1,0,75,0,16,0,73,1,1
122504,226,405,11632,0.0,2.1666667,6,9,8,0.458428480424,4.52048854749,0,0,16,0,64,0,57,0,0
122780,1,230,11629,0.0,0.6666667,9,9,9,0.458428480424,4.52048854749,0,0,16,0,20,0,57,0,0
9311,424,360,18669,0.0,2.0,8,6,10,0.458428480424,4.52048854749,0,0,25,0,95,0,91,1,1
8879,90,346,11866,0.0,0.75,7,6,7,0.458428480424,4.52048854749,0,0,47,0,0,0,57,1,1
8147,358,217,17409,0.0,2.5,8,5,10,0.458428480424,4.52048854749,0,0,64,0,62,0,83,1,1
54956,100,156,8050,0.0,1.25,16,10,17,0.458428480424,4.52048854749,0,0,62,0,62,0,37,1,0
3711,376,197,22420,0.0,0.9166667,6,5,7,0.458428480424,4.52048854749,0,0,0,0,0,0,99,1,0
2485,299,416,26408,0.0,2.0,7,5,9,0.458428480424,4.52048854749,0,0,85,0,24,0,164,1,1
115873,226,366,11630,0.0,5.0833335,11,8,16,0.458428480424,4.52048854749,0,0,95,0,62,0,57,0,0
4497,332,28,14522,0.0,2.9166667,7,5,9,0.458428480424,4.52048854749,0,0,25,0,97,0,66,1,0
128007,1,230,11638,0.0,0.6666667,3,10,4,0.458428480424,4.52048854749,0,0,82,0,50,0,57,0,0
4055,306,366,26583,0.0,1.0,23,5,0,0.458428480424,4.52048854749,0,0,124,0,62,0,164,0,1
127118,370,74,27192,0.0,2.5833333,0,10,2,0.458428480424,4.52048854749,0,0,16,0,42,0,164,1,0
5696,163,388,8919,0.0,1.75,6,5,8,0.458428480424,4.52048854749,0,0,62,0,97,0,37,1,1
4218,55,344,8340,0.0,2.0833333,7,5,9,0.458428480424,4.52048854749,0,0,64,0,64,0,37,1,1
4614,423,390,19673,0.0,1.0,23,5,0,0.458428480424,4.52048854749,0,0,85,0,62,0,99,1,0
7036,147,315,21843,0.0,1.5833334,23,5,1,0.458428480424,4.52048854749,0,0,82,0,16,0,99,1,1
7348,397,232,9254,0.0,5.9166665,0,5,6,0.458428480424,4.52048854749,0,0,62,0,95,0,37,1,0
126337,1,230,11638,0.0,0.6666667,3,10,4,0.458428480424,4.52048854749,1,0,82,0,82,0,57,0,0
5790,424,380,24876,0.0,2.5833333,23,5,1,0.458428480424,4.52048854749,0,0,95,0,62,0,128,1,1
8951,379,147,12015,0.0,1.75,10,6,12,0.458428480424,4.52048854749,0,0,100,0,64,0,57,1,1
120756,24,102,17404,0.0,0.5,3,9,3,0.458428480424,4.52048854749,0,0,22,0,22,0,83,0,0
5307,62,388,9130,0.0,4.0833335,10,5,14,0.458428480424,4.52048854749,0,0,16,0,62,0,37,1,1
115838,226,315,12225,0.0,2.9166667,8,8,11,0.458428480424,4.52048854749,0,0,95,0,22,0,57,1,0
13610,47,215,9011,0.0,9.25,0,6,9,0.458428480424,4.52048854749,0,0,62,0,62,0,37,1,0
4378,101,286,17324,0.0,1.1666666,23,5,1,0.458428480424,4.52048854749,0,0,62,0,117,0,83,1,1
122590,226,24,11637,0.0,0.5,11,9,12,0.458428480424,4.52048854749,0,0,16,0,16,0,57,0,0
119532,190,63,11700,0.0,0.75,2,9,3,0.458428480424,4.52048854749,0,0,0,0,90,0,57,0,0
8285,389,385,12969,0.0,1.3333334,0,6,1,0.458428480424,4.52048854749,0,0,82,0,85,0,60,1,1
9401,424,222,18872,0.0,2.75,12,6,15,0.458428480424,4.52048854749,0,0,25,0,64,0,91,1,1
121483,1,230,11623,0.0,0.6666667,3,9,4,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
1216,320,183,2953,0.0,2.1666667,5,5,7,0.458428480424,4.52048854749,0,0,62,0,62,0,32,1,1
125359,226,24,11637,0.0,0.5,11,10,12,0.458428480424,4.52048854749,0,0,24,0,90,0,57,0,0
6968,146,416,19938,0.0,2.4166667,12,5,15,0.458428480424,4.52048854749,0,0,82,0,16,0,99,1,1
6712,240,388,24006,0.0,2.6666667,1,5,3,0.458428480424,4.52048854749,0,0,62,0,16,0,116,1,1
4102,397,225,13279,0.0,0.8333333,0,5,1,0.458428480424,4.52048854749,0,0,62,0,62,0,60,1,0
1861,160,416,7725,0.0,3.0833333,0,5,3,0.458428480424,4.52048854749,0,0,25,0,95,0,37,1,1
119166,1,230,11627,0.0,0.6666667,9,9,9,0.458428480424,4.52048854749,1,0,24,0,16,0,57,0,0
2109,424,323,14534,0.0,1.6666666,14,5,16,0.458428480424,4.52048854749,0,0,102,0,64,0,66,1,1
24764,445,418,25706,0.0,1.25,2,7,3,0.458428480424,4.52048854749,0,0,22,0,62,0,140,1,0
124746,352,293,2434,0.0,2.5833333,11,10,14,0.458428480424,4.52048854749,0,0,20,0,97,0,20,1,0
5961,160,315,7626,0.0,2.0,6,5,8,0.458428480424,4.52048854749,0,0,62,0,64,0,37,1,1
25922,320,74,7433,0.0,2.9166667,16,7,19,0.458428480424,4.52048854749,0,0,16,0,9,0,37,0,0
123175,397,428,2373,0.0,1.1666666,6,9,7,0.458428480424,4.52048854749,0,0,62,0,70,0,20,1,0
126839,226,343,11583,0.0,2.4166667,7,10,9,0.458428480424,4.52048854749,0,0,82,0,42,0,57,0,0
5224,289,259,17730,0.0,1.25,4,5,6,0.458428480424,4.52048854749,0,0,62,0,62,0,83,1,1
62553,55,147,12984,0.0,1.5,18,11,19,0.458428480424,4.52048854749,0,0,42,0,14,0,60,0,0
4411,423,366,10618,0.0,2.0833333,1,5,3,0.458428480424,4.52048854749,0,0,85,0,16,0,48,1,0
123988,190,63,11696,0.0,0.75,2,10,3,0.458428480424,4.52048854749,0,0,0,0,62,0,57,0,0
129175,1,230,11622,0.0,0.6666667,3,10,4,0.458428480424,4.52048854749,0,0,82,0,85,0,57,0,0
114749,1,230,11959,0.0,0.6666667,9,8,9,0.458428480424,4.52048854749,0,0,95,0,97,0,57,1,0
121034,418,230,11662,0.0,1.3333334,5,9,7,0.458428480424,4.52048854749,0,0,16,0,24,0,57,0,0
9373,217,107,14294,0.0,1.4166666,11,6,12,0.458428480424,4.52048854749,0,0,64,0,102,0,66,1,1
116049,226,297,12011,0.0,2.4166667,11,8,13,0.458428480424,4.52048854749,0,0,99,0,16,0,57,1,0
1264,397,315,156,0.0,6.3333335,8,5,15,0.458428480424,4.52048854749,0,0,16,0,62,0,1,1,1
10343,295,222,812,0.0,3.0833333,3,6,6,0.458428480424,4.52048854749,0,0,16,0,97,0,1,1,1
132920,190,63,11623,0.0,0.6666667,2,11,2,0.458428480424,4.52048854749,0,0,0,0,43,0,57,0,0
7902,146,363,6762,0.0,2.5,5,5,8,0.458428480424,4.52048854749,0,0,82,0,103,0,37,1,1
119,62,297,376,0.0,2.0,5,5,7,0.458428480424,4.52048854749,0,0,89,0,20,0,1,1,1
4890,62,72,9378,0.0,1.1666666,0,5,1,0.458428480424,4.52048854749,0,0,64,0,102,0,37,1,1
126097,190,63,11690,0.0,0.75,2,10,3,0.458428480424,4.52048854749,0,0,0,0,42,0,57,0,0
101685,143,70,2459,0.0,1.5833334,12,5,14,0.458428480424,4.52048854749,0,0,0,0,0,0,22,2,0
8883,351,410,22439,0.0,0.81666666,7,6,8,0.458428480424,4.52048854749,0,0,76,0,75,0,99,1,1
2396,434,118,17104,0.0,1.5,2,5,4,0.458428480424,4.52048854749,0,0,0,0,102,0,76,1,1
126773,1,230,11640,0.0,0.6666667,3,10,4,0.458428480424,4.52048854749,0,0,82,0,82,0,57,0,0
9231,417,242,26709,0.0,4.3333335,5,6,9,0.458428480424,4.52048854749,0,0,85,0,20,0,164,1,1
295,136,48,16346,0.0,1.1666666,13,5,15,0.458428480424,4.52048854749,1,0,16,0,28,0,73,1,1
984,422,113,12747,0.0,0.6666667,3,5,4,0.458428480424,4.52048854749,0,0,62,0,0,0,60,1,1
116837,226,297,11627,0.0,2.4166667,11,9,13,0.458428480424,4.52048854749,0,0,64,0,16,0,57,0,0
1510,351,417,11091,0.0,1.4166666,7,5,8,0.458428480424,4.52048854749,0,0,69,0,102,0,55,1,1
27560,370,315,5673,0.0,3.0,22,8,1,0.458428480424,4.52048854749,0,0,16,0,16,0,37,0,0
127129,259,230,11654,0.0,0.6666667,2,10,2,0.458428480424,4.52048854749,0,0,42,0,87,0,57,0,0
132247,226,74,11690,0.0,1.3333334,12,11,14,0.458428480424,4.52048854749,0,0,24,0,24,0,57,0,0
9649,115,230,10650,0.0,2.3333333,4,6,7,0.458428480424,4.52048854749,0,0,2,0,37,0,48,1,1
113550,226,369,11676,0.0,0.5833333,3,8,3,0.458428480424,4.52048854749,0,0,95,0,124,0,57,0,0
117952,1,230,11577,0.0,0.6666667,6,9,6,0.458428480424,4.52048854749,0,0,42,0,102,0,57,0,0
2218,351,315,10017,0.0,2.3333333,6,5,8,0.458428480424,4.52048854749,0,0,96,0,20,0,37,1,0
111860,259,230,11646,0.0,0.6666667,2,7,2,0.458428480424,4.52048854749,0,0,64,0,16,0,57,0,0
131573,226,315,11573,0.0,3.0833333,13,11,16,0.458428480424,4.52048854749,0,0,82,0,62,0,57,0,0
8795,55,63,335,0.0,1.6666666,3,6,5,0.458428480424,4.52048854749,0,0,24,0,90,0,1,1,1
962,400,416,19674,0.0,1.0,1,5,2,0.458428480424,4.52048854749,0,0,62,0,82,0,99,1,1
129791,383,63,23969,0.0,2.3333333,16,10,19,0.458428480424,4.52048854749,0,0,16,0,87,0,116,0,0
17275,393,419,18423,0.0,1.3333334,16,6,18,0.458428480424,4.52048854749,0,0,64,0,16,0,91,0,0
5401,144,380,12884,0.0,1.25,23,5,1,0.458428480424,4.52048854749,0,0,64,0,22,0,60,1,0
6235,414,417,24867,0.0,1.5,7,5,8,0.458428480424,4.52048854749,0,0,16,0,8,0,128,1,1
10420,115,315,18452,0.0,2.75,6,6,8,0.458428480424,4.52048854749,0,0,95,0,124,0,91,1,1
9082,136,422,8753,0.0,4.6666665,23,6,4,0.458428480424,4.52048854749,0,0,119,0,20,0,37,1,1
8198,425,147,11717,0.0,1.5833334,12,5,14,0.458428480424,4.52048854749,0,0,25,0,16,0,57,1,1
116138,27,230,11695,0.0,0.5,2,9,2,0.458428480424,4.52048854749,0,0,24,0,85,0,57,0,0
1048,253,222,17848,0.0,1.0833334,9,5,10,0.458428480424,4.52048854749,0,0,0,0,62,0,85,1,1
46607,52,363,8106,0.0,1.5833334,3,9,5,0.458428480424,4.52048854749,0,0,16,0,16,0,37,0,0
126273,226,407,11935,0.0,1.5833334,15,10,16,0.458428480424,4.52048854749,0,0,49,0,87,0,57,0,0
122434,352,385,26575,0.0,2.0,2,9,4,0.458428480424,4.52048854749,0,0,64,0,25,0,164,1,0
131391,226,315,11574,0.0,3.0,3,11,6,0.458428480424,4.52048854749,0,0,82,0,62,0,57,0,0
75,146,123,17392,0.0,2.0,2,5,4,0.458428480424,4.52048854749,0,0,17,0,95,0,83,1,1
836,302,343,21458,0.0,2.75,12,5,14,0.458428480424,4.52048854749,0,0,16,0,33,0,99,1,1
26409,424,380,13122,0.0,2.4166667,16,8,18,0.458428480424,4.52048854749,0,0,16,0,118,0,60,0,0
2790,212,147,16818,0.0,2.25,9,5,11,0.458428480424,4.52048854749,0,0,96,0,44,0,73,1,1
38780,70,380,13060,0.0,2.5,16,9,18,0.458428480424,4.52048854749,0,0,5,0,82,0,60,0,0
8475,373,72,2550,0.0,2.0,8,6,10,0.458428480424,4.52048854749,0,0,29,0,102,0,28,1,1
5897,144,323,15990,0.0,2.5,3,5,6,0.458428480424,4.52048854749,0,0,22,0,82,0,67,1,1
7794,373,139,25001,0.0,5.5833335,23,5,5,0.458428480424,4.52048854749,0,0,102,0,119,0,128,1,1
4065,423,418,19831,0.0,1.4166666,23,5,1,0.458428480424,4.52048854749,0,0,16,0,44,0,99,1,0
127924,282,107,25750,0.0,1.9166666,11,10,13,0.458428480424,4.52048854749,0,0,0,0,43,0,141,1,0
7250,352,366,16129,0.0,1.4166666,11,5,13,0.458428480424,4.52048854749,0,0,64,0,16,0,67,1,1
119854,380,63,12057,0.0,1.6666666,5,9,6,0.458428480424,4.52048854749,0,0,89,0,44,0,57,0,0
8537,47,163,26957,0.0,3.9166667,10,6,14,0.458428480424,4.52048854749,0,0,125,0,119,0,164,1,1
122670,1,230,11584,0.0,0.6666667,3,9,4,0.458428480424,4.52048854749,0,0,16,0,20,0,57,0,0
105958,373,363,7198,0.0,3.25,17,6,20,0.458428480424,4.52048854749,0,0,129,0,45,0,37,0,0
67227,136,300,14134,0.0,0.8333333,2,12,3,0.458428480424,4.52048854749,0,0,16,0,42,0,62,0,0
126240,1,230,11935,0.0,0.6666667,11,10,12,0.458428480424,4.52048854749,0,1,42,0,49,0,57,0,0
122711,226,24,11638,0.0,0.5833333,5,9,6,0.458428480424,4.52048854749,0,0,20,0,28,0,57,0,0
6315,62,315,15203,0.0,2.6666667,11,5,14,0.458428480424,4.52048854749,0,0,16,0,82,0,67,1,1
1262,295,139,16744,0.0,2.5833333,8,5,11,0.458428480424,4.52048854749,0,0,20,0,119,0,73,1,1
3802,202,63,9415,0.0,1.4166666,14,5,15,0.458428480424,4.52048854749,0,0,42,0,28,0,37,1,0
117950,226,366,11584,0.0,3.0,6,9,9,0.458428480424,4.52048854749,0,0,102,0,124,0,57,0,0
8602,90,149,16577,0.0,2.0,12,6,14,0.458428480424,4.52048854749,0,1,117,0,25,0,73,1,1
121685,370,63,27194,0.0,2.1666667,0,9,2,0.458428480424,4.52048854749,0,0,16,0,24,0,164,1,0
47663,0,388,13447,0.0,1.0,16,10,17,0.458428480424,4.52048854749,0,0,62,0,22,0,60,0,0
281,370,315,7194,0.0,3.0,13,5,16,0.458428480424,4.52048854749,0,0,16,0,42,0,37,1,1
10679,332,360,299,0.0,3.0833333,14,6,17,0.458428480424,4.52048854749,0,0,64,0,16,0,1,1,1
